Serial No.,College Name,Scholarship Info
412,Kashi Institute of Technology - [KIT],The fee structure was 50000 per year for the BCA DEGREE and 2000 rupees was paid for the examinations and other bus expences 22500 for my location . Hostel expences is 65000 and many more. Other misbehaviour fees was according to the factorial board
412,Kashi Institute of Technology - [KIT],The fee is about 1.2 lakh in KIT and there is scholarship scheme also so you can get half of your money .Our college are good in giving placement and they also provide training program also to encourage the students for placement.
412,Kashi Institute of Technology - [KIT],The average fee structure for Bachelor of Technolgy ls 1 lakh per annum. And the feea of Bachelor of Pharmacy is about 1 lakh 35 thousands. And the hostel fees is about 70 thousands per annum for 3 roommates. The total cost for completion of Bachelor of Technolgy is about 6 lakhs for 4 years.
412,Kashi Institute of Technology - [KIT],"In B.tech there are total 100000 rupees per year excluding semester exam fees , hostel fees and Transportation fees. Complete cost of this education is 130000 rupees. Scholarships about 58000 rupees are also available for the students which are beneficial for the students."
413,Lakshmi Narain College of Technology - [LNCT],"In the first year I payed 40,000 fees and other fees like councelling fees, semester fees, examination fees are not included in college fees. Scholarship benefits are also there for those students who have low family income. And my time there are 2 campus came only."
413,Lakshmi Narain College of Technology - [LNCT],The fee structure of our college depends upon the course you choose. Different courses have different fee structures. There are also government scholarships for the students who belong to OBC SC and ST.
413,Lakshmi Narain College of Technology - [LNCT],The fee structure of our college is very simple and straightforward. Your fees depend upon the course you choose. there are government scholarship opportunities for students who belong to OBC sc st category.
413,Lakshmi Narain College of Technology - [LNCT],The fee structure of our college depends upon the course you choose. Here the highest fee is for the CSE branch. There is also a government scholarship opportunity for the students who belong to OBC sc st category.
413,Lakshmi Narain College of Technology - [LNCT],"In MPTaas we can fill out the form to get a scholarship from the government to pay the fee of our college, you have to score well in academics to get high scholarship benefits. The fee of private college is too high for middle-class and lower-middle-class people."
414,Meenakshi Sundararajan Engineering College - [MSEC],"I have paid every year 55 thousand but for all the other payments like I'd card, graduation coat,library card, annual day fee, Japanese class fee, semester exam fee etc. and currently they will surely increased the fee of everything."
414,Meenakshi Sundararajan Engineering College - [MSEC],"Yearly gees depends on the category with whichbwe got admission. Eg: through counselling, its 50k per year, if the stydent is 1st graduate, then its 25k per year and if the student belongs to sc/st, then its 10k per year. Also, there's a scholarship scheme for students whose parents' annual income is less than 2lakhs. Anyway, all the fees mentioned here only covers tuituon fees. The student needs to buy books and notebooks on their own (books are available in library as well). Need to pay separately for record notebooks."
