Serial No.,College Name,Info
472,Mangalam College of Engineering Ettumanoor - [MLM],Mangalam College of Engineering (MLM) is approved by the All India Council for Technical Education (AICTE) and affiliated to Mahatma Gandhi University in Kerala. MLM is promoted by the Mangalam Educational Society. | The college offers B.Tech at the undergraduate level and M.Tech at the postgraduate level to the students who want to take up Engineering as their career. The college also offers an MBA to those who want to study Business Administration at postgraduate level.
473,Moradabad Institute of Technology - [MIT],"MIT Moradabad Admission 2024 is open. MIT Moradabad offers B.Tech, B.Voc and MBA programs. Admission to MIT Moradabad is determined on the scores of the entrance exams such as JEE Mains, CAT, MAT, etc. followed by UPTAC Counselling. Moradabad Institute of Technology (MIT) was founded in the year 1996 and is located in Moradabad, Uttar Pradesh. MIT is affiliated to Dr. A.P.J. Abdul Kalam Technical University, Lucknow (AKTU). The institute is approved by AICTE, COA, PCI, Indian Society for Technical Education (ISTE) and the Government of Uttar Pradesh. | MIT Moradabad offers B.Tech program under 8 specializations. 10+2 qualified students can apply for B.Tech admission at MIT Moradabad. Moradabad Institute of Technology (MIT) offers MBA at PG level. A candidate can take admission in MBA after Graduation in any stream."
474,Muffakham Jah College of Engineering & Technology - [MJCET],"Muffakham Jah College of Engineering and Technology was established in 1980 and is located in Hyderabad, Telangana. The college is affiliated to Osmania University, Hyderabad. Muffakham Jah College of Engineering (MJCET) offers the B.E. course at undergraduate level, under 8 specializations and M.E. course at postgraduate level under 5 specializations. | Check Here: Fee Structure of Muffakham Jah College of Engineering and Technology"
475,Nalla Malla Reddy Engineering College - [NMREC],Nalla Malla Reddy Engineering College (NMREC) was established in 2001. NMREC offers courses at the undergraduate and postgraduate levels in both the Technical as well as Management backgrounds.
476,Narasaraopeta Engineering College - [NEC],"Narasaraopeta Engineering College, Narasaraopeta is one of the premier engineering institutes in the state of Andhra Pradesh. The college is ranked 3rd under “Top Private Institutions in Andhra Pradesh 2024” by Times Engineering Institutes | NEC aims to provide higher education in the field of engineering, management, humanities, and science. The institute is affiliated to JNTUK and approved by AICTE. Founded in 1998, College offers bachelor and master-level professional courses with a dynamic, up-to-date syllabus across 2 different streams."
477,Oriental Institute of Science and Technology - [OIST],"Oriental Institute of Science and Technology, started in 1995, is situated with its primary branch in Bhopal and a sub-branch in Jabalpur. Admission to the Institute is carried out as per the rules laid down by the Government of Madhya Pradesh. The Institute offers both four-year undergraduate and three-year diploma programs, concentrating on various disciplines of engineering. At the postgraduate level, it also offers a two-year Master’s degree in Master of Business Administration."
478,Sri Sai Ranganathan Engineering College - [SSREC],"REC offers B.E and B.Tech programs at Undergraduate level and MBA and M.E programs are available at the postgraduate level. | Ranganathan Engineering College also known as REC, Coimbatore was established in the year 2007. It is run by Ranganathan Institutions and it is affiliated to Anna University, Chennai and approved by AICTE."
479,SKR Engineering College,"SKR Engineering College is situated in Poonamallee, Chennai. Being a reputed college in the capital region of Tamil Nadu, SKR Engineering College provides amazing and quality education in the field of technology and management. | SKR Engineering College, Chennai offers Bachelor of Engineering/ Bachelor of Technology course in various streams/ branches, Master of Business Administration and Doctor of Philosophy (Ph.D.) in Computer Science and Engineering."
480,Sagar Institute of Science and Technology - [SISTec] - Sagar Group of Institutions,"Sagar Institute of Science and Technology (SISTec) is a premier engineering and management institute located in Bhopal, Madhya Pradesh. It was established in the year 2001 and it is affiliated to Rajiv Gandhi Proudoyogiki Vishwavidyalya (RGPV). | Sagar Institute of Science and Technology offers B.Tech, M.Tech and MBA program in various specializations."
481,Sai Vidya Institute of Technology - [SVIT],"Sai Vidya Institute of Technology (SVIT) is a reputed educational institution imparting quality education in the fields of Engineering and Management. It was established in 2008 by Sri Sai Vidya Vikas Shikshana Samithi. The institute is affiliated to Visvesvarya Technological University (VTU), Belagavi. It is located in Bangalore, Karnataka. | Sai Vidya Institute of Technology offers various UG and PG degree courses in the field of engineering along with an MBA program with 3 management disciplines. All courses offered by the institute are approved by AICTE, New Delhi and recognized by UGC."
482,Sikkim Manipal Institute of Technology - [SMIT],"Sikkim Manipal Institute of Technology (SMIT) Admission 2024 is ongoing. SMIT Sikkim offers UG, PG and Lateral Entry programs under various disciplines in the fields of Engineering, Basic Sciences, Computer Application and Management. There are a total of 21 courses available in the Sikkim Manipal Institute of Technology. Some of the popular courses offered by SMIT are B.Tech, BCA, BBA, M.Tech, and MBA. | Direct Link to Apply for Sikkim Manipal Institute of Technology Admission"
483,Sri Ramakrishna Institute of Technology - [SRIT],"Sri Ramakrishna Institute of Technology is a college located in Coimbatore, Tamil Nadu. Established in the year 2002, the college offers UG and PG courses in Engineering. The College also offers an MBA course as well. | SRIT Coimbatore offers full-time four-year B.E./ B.Tech degrees and two-year M.E. and MBA degrees. There are a total number of 6 UG and 5 PG courses to choose from."
484,Sri Shakthi Institute of Engineering and Technology - [SIET],"Sri Shakthi Institute of Engineering and Technology was established in the year 2006. It is located in the south Indian City Coimbatore, Chennai. This college is affiliated with Anna University, Chennai and achieved A.I.C.T.E. credentials from New Delhi. | This institute offers Bachelor and Master’s Program in Engineering and Technology. It provides Bachelor degree in 12 specializations and Master’s degree under 5 specializations. The institute also offers lateral entry into both Bachelor’s and Master’s degree provided they fulfil the requirements to qualify for the admission."
485,Thejus Engineering College,"Thejus engineering college was established in the year 2009 with a mission to provide the students with a firm grounding in scientific and mathematical fundamentals expertise in the analysis, synthesis, and design of engineering systems. The institute offers undergraduate (B-tech) and postgraduate (M-tech) programs in various disciplines. | For seeking admission in b-tech (management seat), the candidate must have passed the 10+2 examination with 45% aggregate marks and must have passed the Kerala engineering entrance examination (KEAM)."
