Serial No.,College Name,Course Name,Cutoff Mark
428,Vidya Jyothi Institute of Technology - [VJIT],"MBA Human Resource Management
Compare",31706
428,Vidya Jyothi Institute of Technology - [VJIT],"MBA Entrepreneurship
Compare",31706
429,GITAM,"MBA
Compare",70
429,GITAM,"MBA Hospital & Health Care Management
Compare",70
429,GITAM,"MBA
Compare",55
429,GITAM,"MBA Hospital & Health Care Management
Compare",55
429,GITAM,"MBA
Compare",50
429,GITAM,"MBA Hospital & Health Care Management
Compare",50
429,GITAM,"MBA
Compare",50
429,GITAM,"MBA
Compare",60
429,GITAM,"MBA Hospital & Health Care Management
Compare",60
430,Modern Vidya Niketan - [MVN University],B.Pharma (Lateral),29
430,Modern Vidya Niketan - [MVN University],B.Pharm,2700
431,Arni University,No data found,No data found
432,Bahra University - [BU],No data found,No data found
433,Amrita Vishwa Vidyapeetham Bengaluru Campus,"MBA Business Analytics
Compare",60
433,Amrita Vishwa Vidyapeetham Bengaluru Campus,"MBA Finance
Compare",60
433,Amrita Vishwa Vidyapeetham Bengaluru Campus,"MBA Marketing
Compare",60
433,Amrita Vishwa Vidyapeetham Bengaluru Campus,"MBA Human Resource
Compare",60
433,Amrita Vishwa Vidyapeetham Bengaluru Campus,"MBA Operations
Compare",60
434,Sangam University - [SU],B.Sc (Hons.) Agriculture,6.051
434,Sangam University - [SU],B.Sc (Hons.) Horticulture,6.051
435,Periyar Maniammai Institute of Science and Technology - [PMIST],No data found,No data found
436,Shri Venkateshwara University - [SVU],No data found,No data found
437,St Joseph College of Engineering,"BE Computer Science and Engineering
Compare",16683
437,St Joseph College of Engineering,"BE Electrical and Electronics Engineering
Compare",19024
437,St Joseph College of Engineering,"BE Electronics & Communication Engineering
Compare",21980
437,St Joseph College of Engineering,"B.Tech Artificial Intelligence and Machine Learning
Compare",23845
437,St Joseph College of Engineering,"B.Tech Information Technology
Compare",25912
437,St Joseph College of Engineering,"MBA Integrated Course
Compare",78
437,St Joseph College of Engineering,"MBA
Compare",78
438,Lakshmi Narain College of Technology - [LNCT],"BE Computer Science and Engineering
Compare",154217
438,Lakshmi Narain College of Technology - [LNCT],"B.Tech Artificial Intelligence and Machine Learning
Compare",220639
438,Lakshmi Narain College of Technology - [LNCT],"B.Tech Artificial Intelligence and Data Science
Compare",253994
438,Lakshmi Narain College of Technology - [LNCT],"BE Electronics & Communication Engineering
Compare",684898
438,Lakshmi Narain College of Technology - [LNCT],"BE Electrical Engineering
Compare",817655
438,Lakshmi Narain College of Technology - [LNCT],"BE Computer Science and Engineering
Compare",113816
438,Lakshmi Narain College of Technology - [LNCT],"BE Electronics & Communication Engineering
Compare",421963
438,Lakshmi Narain College of Technology - [LNCT],"BE Electrical Engineering
Compare",577995
438,Lakshmi Narain College of Technology - [LNCT],"BE Electrical and Electronics Engineering
Compare",606243
438,Lakshmi Narain College of Technology - [LNCT],"BE Mechanical Engineering
Compare",885933
439,GMR Institute of Technology - [GMRIT],"B.Tech Electronics & Communication Engineering
Compare",16038
439,GMR Institute of Technology - [GMRIT],"B.Tech Information Technology
Compare",18899
439,GMR Institute of Technology - [GMRIT],"B.Tech Artificial Intelligence and Data Science
Compare",23098
439,GMR Institute of Technology - [GMRIT],"B.Tech Electrical and Electronics Engineering
Compare",37178
439,GMR Institute of Technology - [GMRIT],"B.Tech Mechanical Engineering
Compare",47672
439,GMR Institute of Technology - [GMRIT],"B.Tech Computer Science Engineering
Compare",51244
439,GMR Institute of Technology - [GMRIT],"B.Tech Civil Engineering
Compare",53782
439,GMR Institute of Technology - [GMRIT],"B.Tech Artificial Intelligence and Machine Learning
Compare",69371
440,Panimalar Institute of Technology-[PIT],"BE Computer Science and Engineering
Compare",2509
440,Panimalar Institute of Technology-[PIT],"B.Tech Artificial Intelligence and Data Science
Compare",3232
440,Panimalar Institute of Technology-[PIT],"B.Tech Information Technology
Compare",-
440,Panimalar Institute of Technology-[PIT],"B.Tech Computer Science and Business Systems
Compare",-
440,Panimalar Institute of Technology-[PIT],"BE Electronics & Communication Engineering
Compare",-
441,Muthayammal Engineering College - [MEC],B.Tech Artificial Intelligence and Data Science,12406
441,Muthayammal Engineering College - [MEC],B.Tech Information Technology,23785
441,Muthayammal Engineering College - [MEC],BE Computer Science and Engineering,25775
441,Muthayammal Engineering College - [MEC],BE VLSI Design & Technology,-
441,Muthayammal Engineering College - [MEC],BE Agricultural Engineering,-
441,Muthayammal Engineering College - [MEC],MCA,2375
442,Technocrats Institute of Technology - [TIT] (Excellence),B.Tech Electronics & Communication Engineering,1172919
442,Technocrats Institute of Technology - [TIT] (Excellence),B.Tech Civil Engineering,1246882
442,Technocrats Institute of Technology - [TIT] (Excellence),B.Tech Electrical and Electronics Engineering,1403140
442,Technocrats Institute of Technology - [TIT] (Excellence),B.Tech Artificial Intelligence and Machine Learning,1409051
442,Technocrats Institute of Technology - [TIT] (Excellence),B.Tech Computer Science Engineering,1411804
442,Technocrats Institute of Technology - [TIT] (Excellence),B.Tech Civil Engineering,1046571
442,Technocrats Institute of Technology - [TIT] (Excellence),B.Tech Computer Science Engineering,1102988
442,Technocrats Institute of Technology - [TIT] (Excellence),B.Tech Artificial Intelligence and Machine Learning,1105874
442,Technocrats Institute of Technology - [TIT] (Excellence),B.Tech Electronics & Communication Engineering,-
442,Technocrats Institute of Technology - [TIT] (Excellence),B.Tech Computer Science,-
443,Vel Tech Rangarajan Dr. Sagunthala R and D Institute of Science and Technology - [Vel Tech],No data found,No data found
444,RNB Global University - [RNBGU],B.Sc (Hons.) Agriculture,26.282
445,Axis Colleges,B.Tech Mechanical Engineering,756084
445,Axis Colleges,B.Tech Artificial Intelligence and Machine Learning,909335
445,Axis Colleges,B.Tech Civil Engineering,1074593
445,Axis Colleges,B.Tech Data Science,1074739
445,Axis Colleges,B.Tech Electronics & Communication Engineering,1101235
445,Axis Colleges,B.Pharm,14079
445,Axis Colleges,B.Pharm,41086
446,Amity University,"MBA
Compare",65
446,Amity University,"MBA International Business
Compare",65
446,Amity University,"MBA Data Analytic
Compare",65
446,Amity University,"MBA International
Compare",65
446,Amity University,"MBA Business Intelligence
Compare",65
446,Amity University,"MBA
Compare",65
446,Amity University,"MBA International Business
Compare",65
446,Amity University,"MBA Data Analytic
Compare",65
446,Amity University,"MBA International
Compare",65
446,Amity University,"MBA Business Intelligence
Compare",65
447,Netaji Subhas Institute of Technology - [NSIT],No data found,No data found
448,Excel Engineering College,BE Agricultural Engineering,4788
448,Excel Engineering College,BE Electronics & Communication Engineering,23072
448,Excel Engineering College,BE Biomedical Engineering,23791
448,Excel Engineering College,B.Tech Artificial Intelligence and Data Science,23992
448,Excel Engineering College,BE Aeronautical Engineering,24320
448,Excel Engineering College,MCA,1934
449,Muthayammal College of Engineering - [MCE],No data found,No data found
450,Sandip University,No data found,No data found
451,IIMT University - [IIMTU],No data found,No data found
452,Bengal College of Engineering - [BCE],No data found,No data found
453,Apex University - [AU],B.Sc (Hons.) Agriculture,43.051
454,JSS Science and Technology University -[JSSSTU],BE Computer Science and Engineering,4319
454,JSS Science and Technology University -[JSSSTU],BE Information Science & Engineering,4734
454,JSS Science and Technology University -[JSSSTU],BE Computer Science and Business Systems,6288
454,JSS Science and Technology University -[JSSSTU],BE Electronics & Communication Engineering,6342
454,JSS Science and Technology University -[JSSSTU],BE Biotechnology,24471
454,JSS Science and Technology University -[JSSSTU],MCA,223
454,JSS Science and Technology University -[JSSSTU],M.Tech Data Science,1839
454,JSS Science and Technology University -[JSSSTU],MBA Human Resources and International Relations,2117
454,JSS Science and Technology University -[JSSSTU],MBA Marketing,2117
454,JSS Science and Technology University -[JSSSTU],M.Tech Software Engineering,2291
454,JSS Science and Technology University -[JSSSTU],BE Mechanical Engineering,23770
454,JSS Science and Technology University -[JSSSTU],BE Civil Engineering,39022
454,JSS Science and Technology University -[JSSSTU],BE Biotechnology,42968
455,Dev Bhoomi Uttarakhand University - [DBUU],B.Tech Computer Science Engineering,929013
456,Eternal University - [EU],No data found,No data found
457,Sardar Patel University - [SPUBGT],No data found,No data found
458,Aalim Muhammed Salegh College of Engineering - [AALIMEC],BE Artificial Intelligence and Data Science,80835
458,Aalim Muhammed Salegh College of Engineering - [AALIMEC],BE Electrical and Electronics Engineering,86877
458,Aalim Muhammed Salegh College of Engineering - [AALIMEC],BE Computer Science and Engineering,90336
458,Aalim Muhammed Salegh College of Engineering - [AALIMEC],B.Tech Information Technology,99420
458,Aalim Muhammed Salegh College of Engineering - [AALIMEC],BE Electronics & Communication Engineering,100310
458,Aalim Muhammed Salegh College of Engineering - [AALIMEC],BE Mechanical Engineering,102589
459,Accurate Institute of Management and Technology - [AIMT],B.Tech Computer Science Engineering,1268403
459,Accurate Institute of Management and Technology - [AIMT],MBA Finance,55
459,Accurate Institute of Management and Technology - [AIMT],MBA Human Resource Management,55
459,Accurate Institute of Management and Technology - [AIMT],MBA Information Technology,55
459,Accurate Institute of Management and Technology - [AIMT],MBA International Business,55
459,Accurate Institute of Management and Technology - [AIMT],MBA Marketing,55
459,Accurate Institute of Management and Technology - [AIMT],B.Tech Computer Science Engineering,1401924
459,Accurate Institute of Management and Technology - [AIMT],MBA Finance,60
459,Accurate Institute of Management and Technology - [AIMT],MBA Human Resource Management,60
459,Accurate Institute of Management and Technology - [AIMT],MBA Information Technology,60
459,Accurate Institute of Management and Technology - [AIMT],MBA International Business,60
459,Accurate Institute of Management and Technology - [AIMT],MBA Marketing,60
459,Accurate Institute of Management and Technology - [AIMT],B.Tech Computer Science Engineering,515375
460,Asians Institute of Technology,No data found,No data found
461,Bhoj Reddy Engineering College for Women,B.Tech Computer Science Engineering,16386
461,Bhoj Reddy Engineering College for Women,B.Tech Computer Science and Engineering (Artificial Intelligence & Machine Learning),17407
461,Bhoj Reddy Engineering College for Women,B.Tech Information Technology,24881
461,Bhoj Reddy Engineering College for Women,B.Tech Electronics & Communication Engineering,30417
461,Bhoj Reddy Engineering College for Women,B.Tech Electrical and Electronics Engineering,75871
462,Budge Budge Institute of Technology - [BBIT],"B.Tech Information Technology
Compare",89629
462,Budge Budge Institute of Technology - [BBIT],"B.Tech Electronics & Communication Engineering
Compare",102034
462,Budge Budge Institute of Technology - [BBIT],"B.Tech Cyber Security
Compare",103257
462,Budge Budge Institute of Technology - [BBIT],"B.Tech Electrical Engineering
Compare",104443
462,Budge Budge Institute of Technology - [BBIT],"B.Tech Civil Engineering
Compare",106344
462,Budge Budge Institute of Technology - [BBIT],"B.Tech Information Technology
Compare",89629
462,Budge Budge Institute of Technology - [BBIT],"B.Tech Electronics & Communication Engineering
Compare",102034
462,Budge Budge Institute of Technology - [BBIT],"B.Tech Cyber Security
Compare",103257
462,Budge Budge Institute of Technology - [BBIT],"B.Tech Electrical Engineering
Compare",104443
462,Budge Budge Institute of Technology - [BBIT],"B.Tech Civil Engineering
Compare",106344
462,Budge Budge Institute of Technology - [BBIT],"B.Tech (Lateral) Civil Engineering
Compare",3641
462,Budge Budge Institute of Technology - [BBIT],"B.Tech (Lateral) Electrical Engineering
Compare",4963
462,Budge Budge Institute of Technology - [BBIT],"B.Tech (Lateral) Mechanical Engineering
Compare",7346
462,Budge Budge Institute of Technology - [BBIT],"B.Tech (Lateral) Computer Science & Engineering
Compare",7509
462,Budge Budge Institute of Technology - [BBIT],"B.Tech (Lateral) Electronics & Communication Engineering
Compare",8017
462,Budge Budge Institute of Technology - [BBIT],"MBA Finance
Compare",25
462,Budge Budge Institute of Technology - [BBIT],"MBA Human Resource Management
Compare",25
462,Budge Budge Institute of Technology - [BBIT],"MBA Marketing
Compare",25
462,Budge Budge Institute of Technology - [BBIT],"MBA Systems Management
Compare",25
463,Calcutta Institute of Technology - [CIT],B.Tech Computer Science Engineering,58715
463,Calcutta Institute of Technology - [CIT],B.Tech Mechanical Engineering,88134
463,Calcutta Institute of Technology - [CIT],B.Tech Electrical Engineering,93511
